None,,arfA,arfA,arfA,mscL,mscL,mscL,arfA,arfA,arfA,mscL,mscL,mscL,common,common
Pseudomonas sp. 2(2015),1619950,A0A0F0F6D5,A0A0F0F6D5_9PSED,KJK16010.1,A0A0F0F7Q1,A0A0F0F7Q1_9PSED,KJK18217.1,131165.0,131329.0,False,58671.0,59096.0,True,-72069,0.7
Pseudomonas sp. LAIL14HWK12:I3,1265483,A0A285YFC2,A0A285YFC2_9PSED,SOC96185.1,A0A285YJ20,A0A285YJ20_9PSED,SOC97428.1,195673.0,195837.0,False,42294.0,42713.0,True,-152960,0.7
Pseudomonas sp. 21,1619948,A0A0F0DNB2,A0A0F0DNB2_9PSED,KJJ97455.1,A0A0F0DMA1,A0A0F0DMA1_9PSED,KJJ97100.1,82678.0,82830.0,False,663046.0,663462.0,True,-580216,0.7
Pseudomonas coronafaciens pv. garcae,251653,A0A0P9QII8,A0A0P9QII8_9PSED,KPX31125.1,A0A0P9V2G2,A0A0P9V2G2_9PSED,KPX32088.1,3485.0,3640.0,False,65660.0,66106.0,True,-62020,0.7
Pseudomonas sp. 58 R 3,1844108,A0A1B5CTD4,A0A1B5CTD4_9PSED,CRM08528.1,A0A1B5CS53,A0A1B5CS53_9PSED,CRM06574.1,34325.0,34489.0,False,39448.0,39864.0,True,-4959,0.7
Pseudomonas amygdali pv. ulmi,251720,A0A0Q0D494,A0A0Q0D494_PSEA0,KWS12172.1,A0A0Q0GAT4,A0A0Q0GAT4_PSEA0,KWS23070.1,21944.0,22099.0,True,21855.0,22301.0,False,155,0.7
Pseudomonas sp. s211(2017),2045200,A0A2R4H7D6,A0A2R4H7D6_9PSED,AVU75078.1,A0A2R4HFH2,A0A2R4HFH2_9PSED,AVU77944.1,1651086.0,1651250.0,True,5111274.0,5111687.0,False,-3460024,0.7
Pseudomonas psychrotolerans,237610,A0A1G5N7T3,A0A1G5N7T3_9PSED,SCZ32769.1,A0A1G5NKQ4,A0A1G5NKQ4_9PSED,SCZ38023.1,255938.0,256099.0,False,261700.0,262149.0,True,-5601,0.7
Pseudomonas syringae pv. syringae,321,A0A0M9H9E5,A0A0M9H9E5_PSESY,KPY69610.1,A0A0Q0AZW9,A0A0Q0AZW9_PSESY,KPY69837.1,42686.0,42841.0,False,67001.0,67447.0,True,-24160,0.7
Pseudomonas flexibilis,706570,A0A0B3BPD6,A0A0B3BPD6_9PSED,KHO64480.1,A0A0B2DED2,A0A0B2DED2_9PSED,KHO65346.1,99169.0,99324.0,False,154089.0,154502.0,True,-54765,0.7
Pseudomonas fluorescens,294,A0A0D0P226,A0A0D0P226_PSEFL,KIQ56284.1,A0A0D0PHL5,A0A0D0PHL5_PSEFL,KIQ58203.1,194.0,358.0,True,2659.0,3072.0,False,-2301,0.7
Pseudomonas sp. C5pp,1586081,A0A0C1KGP2,A0A0C1KGP2_9PSED,KIC82390.1,A0A0C1I0W9,A0A0C1I0W9_9PSED,KIC83314.1,93943.0,94107.0,True,170957.0,171376.0,False,-76850,0.7
Pseudomonas knackmussii (strain DSM 6978 / LMG 23759 / B13),1301098,A0A024HC08,A0A024HC08_PSEKB,CDF82089.1,A0A024HP17,A0A024HP17_PSEKB,CDF86404.1,755398.0,755550.0,True,5353197.0,5353598.0,False,-4597647,0.7
Pseudomonas sp. FFUP_PS_41,2060417,A0A2N5BUZ8,A0A2N5BUZ8_9PSED,PLP93754.1,A0A2N5BBN7,A0A2N5BBN7_9PSED,PLP87343.1,522970.0,523134.0,True,82151.0,82570.0,False,-440400,0.7
Pseudomonas benzenivorans,556533,A0A1G8B0A0,A0A1G8B0A0_9PSED,SDH26702.1,A0A1G7V2T3,A0A1G7V2T3_9PSED,SDG53270.1,101694.0,101852.0,True,200456.0,200869.0,False,-98604,0.7
Pseudomonas sp. FSL W5-0299,1917484,A0A1S8GVE8,A0A1S8GVE8_9PSED,OOL34633.1,A0A1S8GY32,A0A1S8GY32_9PSED,OOL35612.1,27386.0,27550.0,True,60281.0,60694.0,False,-32731,0.7
Pseudomonas amygdali pv. aesculi,251722,A0A0P9LG40,A0A0P9LG40_PSEA0,KPW16000.1,A0A0P9GJD3,A0A0P9GJD3_PSEA0,KPW10484.1,13167.0,13322.0,True,10307.0,10753.0,False,-2414,0.7
Pseudomonas sp. FW305-131,2070670,A0A2N8EVK9,A0A2N8EVK9_9PSED,PNB37173.1,A0A2N8EME6,A0A2N8EME6_9PSED,PNB33914.1,42986.0,43150.0,False,25011.0,25424.0,True,-17562,0.7
Pseudomonas taeanensis MS-3,1395571,A0A0A1YET4,A0A0A1YET4_9PSED,KFX67526.1,A0A0A1YRA4,A0A0A1YRA4_9PSED,KFX71599.1,54278.0,54436.0,False,1492970.0,1493380.0,True,-1438534,0.7
Pseudomonas monteilii,76759,A0A177KFP8,A0A177KFP8_9PSED,OAH52230.1,A0A177KHV5,A0A177KHV5_9PSED,OAH52978.1,75123.0,75287.0,False,43584.0,44003.0,True,-31120,0.7
Pseudomonas alcaligenes,43263,A0A1N6VVU3,A0A1N6VVU3_PSEAC,SIQ81942.1,A0A142IVM8,A0A142IVM8_PSEAC,SIQ56423.1,177553.0,177720.0,False,182079.0,182489.0,True,-4359,0.7
Pseudomonas stutzeri TS44,477228,I4JPH6,I4JPH6_PSEST,EIK54366.1,I4JM87,I4JM87_PSEST,EIK53577.1,29645.0,29794.0,False,80103.0,80519.0,True,-50309,0.7
Pseudomonas sp. BRM28,2045201,A0A2S6VVM7,A0A2S6VVM7_9PSED,PPS60110.1,A0A2S6VZR6,A0A2S6VZR6_9PSED,PPS61549.1,778565.0,778729.0,True,2387167.0,2387580.0,False,-1608438,0.7
Pseudomonas sp. HMSC065H01,1739516,A0A1F0IXK4,A0A1F0IXK4_9PSED,OFO90132.1,A0A1F0J6M2,A0A1F0J6M2_9PSED,OFO92968.1,29430.0,29582.0,True,87281.0,87694.0,False,-57699,0.7
Pseudomonas syringae pv. persicae,237306,A0A2K4TCI4,A0A2K4TCI4_9PSED,SOQ06318.1,A0A2K4TD17,A0A2K4TD17_9PSED,SOQ06470.1,81958.0,82113.0,True,17788.0,18234.0,False,-63724,0.7
Pseudomonas plecoglossicida,70775,A0A2R7UHJ5,A0A2R7UHJ5_9PSED,PTU51663.1,A0A2R7UTD6,A0A2R7UTD6_9PSED,PTU53879.1,161.0,325.0,True,18889.0,19308.0,False,-18564,0.7
Pseudomonas sp. GM50,1144332,J3GJT0,J3GJT0_9PSED,EJM67055.1,J3AGH4,J3AGH4_9PSED,EJM65218.1,142391.0,142543.0,True,44183.0,44596.0,False,-97795,0.7
Pseudomonas donghuensis,1163398,A0A2M9VJH2,A0A2M9VJH2_9PSED,PJY95445.1,A0A2M9VP75,A0A2M9VP75_9PSED,PJY97074.1,129763.0,129927.0,False,56553.0,56966.0,True,-72797,0.7
Pseudomonas sp. GM49,1144331,J2SPK0,J2SPK0_9PSED,EJM63814.1,J2RPP7,J2RPP7_9PSED,EJM51419.1,8604.0,8768.0,False,18763.0,19176.0,True,-9995,0.7
Pseudomonas syringae pv. aceris,199198,A0A0P9H7U9,A0A0P9H7U9_PSESX,KPW16131.1,A0A0L8IXX3,A0A0L8IXX3_PSESX,KPW06336.1,1175.0,1372.0,False,5813.0,6259.0,True,-4441,0.7
Pseudomonas plecoglossicida NB2011,1330531,S2K4M4,S2K4M4_9PSED,EPB95522.1,S2K8R8,S2K8R8_9PSED,EPB96872.1,98542.0,98706.0,True,15372.0,15791.0,False,-82751,0.7
Pseudomonas sp. BICA1-14,1619235,A0A0I9SSI5,A0A0I9SSI5_9PSED,KJS80796.1,A0A0I9SHX5,A0A0I9SHX5_9PSED,KJS70626.1,18223.0,18381.0,False,47634.0,48044.0,True,-29253,0.7
Pseudomonas syringae pv. berberidis,251704,A0A0P9JZQ5,A0A0P9JZQ5_9PSED,KPW48258.1,A0A0N8QM31,A0A0N8QM31_9PSED,KPW43654.1,98259.0,98414.0,True,17991.0,18437.0,False,-79822,0.7
Pseudomonas sp. GM48,1144330,J2RBV1,J2RBV1_9PSED,EJM51901.1,J3G2X7,J3G2X7_9PSED,EJM52460.1,43743.0,43907.0,True,80256.0,80669.0,False,-36349,0.7
Pseudomonas syringae pv. coryli,317659,A0A0P9RL41,A0A0P9RL41_9PSED,KPW84973.1,A0A0N8R2Y1,A0A0N8R2Y1_9PSED,KPW88054.1,133.0,288.0,False,89.0,535.0,True,155,0.7
Pseudomonas syringae pv. cunninghamiae,264454,A0A0P9SS20,A0A0P9SS20_PSESX,KPX02209.1,A0A0P9PQX4,A0A0P9PQX4_PSESX,KPX02338.1,21701.0,21856.0,True,45387.0,45833.0,False,-23531,0.7
Pseudomonas syringae pv. helianthi,251654,A0A0N8RN38,A0A0N8RN38_9PSED,KPX44511.1,A0A0P9WBK8,A0A0P9WBK8_9PSED,KPX48536.1,28877.0,29032.0,False,59243.0,59689.0,True,-30211,0.7
Pseudomonas sp. Bc-h,1943632,A0A1V9UAF9,A0A1V9UAF9_9PSED,OQR26699.1,A0A1V9ULV1,A0A1V9ULV1_9PSED,OQR30895.1,137306.0,137464.0,True,36300.0,36749.0,False,-100557,0.6
Haemophilus parahaemolyticus HK385,1095744,I3DGY7,I3DGY7_HAEPH,EIJ70980.1,I3DKW8,I3DKW8_HAEPH,EIJ72361.1,37098.0,37289.0,False,36906.0,37304.0,True,191,0.6
Haemophilus sp. HMSC61B11,1608882,A0A1S1FKQ9,A0A1S1FKQ9_9PAST,OHR64219.1,A0A1S1FV44,A0A1S1FV44_9PAST,OHR67865.1,12100.0,12354.0,True,5260.0,5646.0,False,-6454,0.6
Pseudomonas sp. A214,1855331,A0A1N7C6C0,A0A1N7C6C0_9PSED,SIR59135.1,A0A1N7GY08,A0A1N7GY08_9PSED,SIS17473.1,1580771.0,1580935.0,True,5968311.0,5968724.0,False,-4387376,0.6
Bacillus cereus BAG1X1-3,1053172,J8R2V4,J8R2V4_BACCE,EJS56563.1,J8RIG9,J8RIG9_BACCE,EJS60004.1,4238.0,4387.0,False,14030.0,14434.0,True,-9643,0.6
Pseudomonas congelans,200452,A0A0P9NJB8,A0A0P9NJB8_9PSED,KPW84325.1,A0A0P9MFG2,A0A0P9MFG2_9PSED,KPW86908.1,4175.0,4330.0,True,94005.0,94451.0,False,-89675,0.6
Haemophilus parainfluenzae (strain T3T1),862965,E1W3R9,E1W3R9_HAEP3,CBW15011.1,E1W338,E1W338_HAEP3,CBW14778.1,899872.0,900126.0,True,675728.0,676111.0,False,-223761,0.6
Pseudomonas aeruginosa VRFPA03,1350465,W1MG48,W1MG48_PSEAI,EQL39101.1,W1MQJ0,W1MQJ0_PSEAI,EQL42432.1,28444.0,28596.0,False,63355.0,63768.0,True,-34759,0.6
Pseudomonas sp. 382,1751969,A0A2G8N108,A0A2G8N108_9PSED,PIK78270.1,A0A2G8MTZ0,A0A2G8MTZ0_9PSED,PIK75964.1,134098.0,134262.0,True,56112.0,56531.0,False,-77567,0.6
Gallibacterium anatis DSM 16844 = F 149,1121910,A0A0A2ZPC3,A0A0A2ZPC3_9PAST,KGQ56625.1,A0A0A2ZLN9,A0A0A2ZLN9_9PAST,KGQ57993.1,5582.0,5764.0,True,32025.0,32426.0,False,-26261,0.6
bacterium,1869227,A0A2D6E520,A0A2D6E520_9BACT,MAF25484.1,A0A2E2UXD4,A0A2E2UXD4_9BACT,MAZ56338.1,4610.0,5293.0,False,5143.0,5535.0,True,150,0.6
Actinobacillus pleuropneumoniae serotype 5b (strain L20),416269,A3N0C3,A3N0C3_ACTP2,ABN73859.1,A3N2P0,MSCL_ACTP2,ABN74676.1,870918.0,871160.0,True,1820008.0,1820397.0,False,-948848,0.6
Pseudomonas lundensis,86185,A0A1D9IK65,A0A1D9IK65_9PSED,AOZ12393.1,A0A266NEX3,A0A266NEX3_9PSED,OZY60973.1,1524664.0,1524813.0,False,167557.0,167970.0,True,-1356694,0.6
Pseudomonas marginalis,298,A0A177XF22,A0A177XF22_PSEMA,OAJ50882.1,A0A177XCD5,A0A177XCD5_PSEMA,OAJ49485.1,183.0,347.0,False,23993.0,24412.0,True,-23646,0.6
Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261,754258,E0EXL5,E0EXL5_ACTPL,EFM94428.1,E0F033,E0F033_ACTPL,EFM93530.1,16406.0,16648.0,True,58093.0,58515.0,False,-41445,0.6
Pseudomonas floridensis,1958950,A0A1X0MZH8,A0A1X0MZH8_9PSED,ORC55125.1,A0A1X0NBN6,A0A1X0NBN6_9PSED,ORC61593.1,1505.0,1660.0,True,134653.0,135099.0,False,-132993,0.6
Pseudomonas meliae,86176,A0A0P9V1C2,A0A0P9V1C2_9PSED,KPX84286.1,A0A0P9W5K6,A0A0P9W5K6_9PSED,KPX95065.1,21687.0,21824.0,False,125.0,571.0,True,-21116,0.6
Pseudomonas nitroreducens,46680,A0A246F4B6,A0A246F4B6_9PSED,OWP48047.1,A0A246FF63,A0A246FF63_9PSED,OWP52946.1,184422.0,184574.0,False,789055.0,789471.0,True,-604481,0.6
Aeromonas hydrophila SSU,1073377,K1J5G5,K1J5G5_AERHY,EKB25641.1,K1KDU1,K1KDU1_AERHY,EKB29899.1,51912.0,52130.0,False,172613.0,173023.0,True,-120483,0.6
Gallibacterium anatis 4895,1396510,A0A0A3A8A2,A0A0A3A8A2_9PAST,KGQ63300.1,A0A0A2ZY17,A0A0A2ZY17_9PAST,KGQ61978.1,92577.0,92759.0,False,9348.0,9749.0,True,-82828,0.6
Pseudomonas panipatensis,428992,A0A1G8EHW3,A0A1G8EHW3_9PSED,SDH69467.1,A0A1G8HGU1,A0A1G8HGU1_9PSED,SDI05897.1,624327.0,624527.0,False,243258.0,243662.0,True,-380665,0.6
Streptococcus pneumoniae,1313,A0A0T8KWX1,A0A0T8KWX1_STREE,CJK91627.1,A0A0T8L574,A0A0T8L574_STREE,CJL18733.1,144487.0,144645.0,False,26214.0,26624.0,True,-117863,0.6
Aeromonas sp. ASNIH6,1758188,A0A2S4TJ95,A0A2S4TJ95_9GAMM,POV85044.1,A0A2S4U015,A0A2S4U015_9GAMM,POV90578.1,5275.0,5493.0,True,192744.0,193151.0,False,-187251,0.6
Pseudomonas delhiensis,366289,A0A239HYF7,A0A239HYF7_9PSED,SDI42624.1,A0A239FAX0,A0A239FAX0_9PSED,SDI10251.1,23410.0,23562.0,True,131830.0,132243.0,False,-108268,0.6
Aeromonas sp. CU5,2033033,A0A291TPC9,A0A291TPC9_9GAMM,ATL94890.1,A0A291TKN4,A0A291TKN4_9GAMM,ATL93551.1,4468386.0,4468625.0,True,2837935.0,2838342.0,False,-1630044,0.6
Arsukibacterium ikkense,336831,A0A0M2V675,A0A0M2V675_9GAMM,KKO45140.1,A0A0M2V8T0,A0A0M2V8T0_9GAMM,KKO46829.1,98461.0,98670.0,True,103342.0,103743.0,False,-4672,0.6
Pseudomonas savastanoi pv. phaseolicola (Pseudomonas syringae pv. phaseolicola),319,A0A0P9WMW9,A0A0P9WMW9_PSESH,KPY12435.1,Q0EDR7,Q0EDR7_PSESH,KPY10117.1,33492.0,33647.0,False,108.0,554.0,True,-32938,0.6
Haemophilus haemolyticus M19501,1028803,F9GNR2,F9GNR2_HAEHA,EGT75919.1,F9GN90,F9GN90_HAEHA,EGT76368.1,98664.0,98909.0,False,52108.0,52494.0,True,-46170,0.6
Haemophilus haemolyticus M21127,1028804,F9GTJ5,F9GTJ5_HAEHA,EGT77006.1,F9GRQ8,F9GRQ8_HAEHA,EGT78259.1,233585.0,233830.0,True,5603.0,5989.0,False,-227596,0.6
Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395),345073,A0A0H3AFN7,A0A0H3AFN7_VIBC3,ABQ19223.1,A5F037,MSCL_VIBC3,ABQ18766.1,1056733.0,1056960.0,True,608061.0,608471.0,False,-448262,0.6
Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),71421,P44588,ARFA_HAEIN,AAC21905.1,P44789,MSCL_HAEIN,AAC22286.1,265624.0,265833.0,True,666984.0,667370.0,False,-401151,0.6
Pseudomonas sp. 06C 126,1917281,A0A1S1UU38,A0A1S1UU38_9PSED,OHW38789.1,A0A1S1V2D1,A0A1S1V2D1_9PSED,OHW41768.1,29351.0,29515.0,True,244867.0,245283.0,False,-215352,0.6
Pseudomonas sp. CFII64,911242,S6HLK4,S6HLK4_9PSED,EPJ88431.1,S6IV56,S6IV56_9PSED,EPJ85260.1,12842.0,12997.0,False,46367.0,46813.0,True,-33370,0.6
Pseudomonas sp. FW507-12TSA,2075552,A0A2K4J3Y4,A0A2K4J3Y4_9PSED,POA55048.1,A0A2K4IUY2,A0A2K4IUY2_9PSED,POA51912.1,1162.0,1323.0,False,51846.0,52259.0,True,-50523,0.6
Pseudomonas prosekii,1148509,A0A1H1YG12,A0A1H1YG12_9PSED,PWE46053.1,A0A1H1YLP6,A0A1H1YLP6_9PSED,PWE39048.1,132554.0,132718.0,True,6247.0,6672.0,False,-125882,0.6
Pseudomonas sp. TTU2014-105ASC,1729726,A0A0T6V9X2,A0A0T6V9X2_9PSED,KRW66674.1,A0A0T6VJY3,A0A0T6VJY3_9PSED,KRW70559.1,237171.0,237329.0,True,171023.0,171433.0,False,-65738,0.6
Pseudomonas sp. MF6396,1960828,A0A1T1I6S1,A0A1T1I6S1_9PSED,OOV97699.1,A0A1T1HR66,A0A1T1HR66_9PSED,OOV92344.1,56603.0,56767.0,False,7547.0,7960.0,True,-48643,0.6
Neisseria mucosa,488,A0A2R4AUY9,A0A2R4AUY9_NEIMU,AVR78880.1,A0A2R4AXE1,A0A2R4AXE1_NEIMU,AVR79674.1,1132806.0,1133027.0,False,2067201.0,2067644.0,True,-934174,0.6
Pseudomonas sp. NFACC02,1566250,A0A1H9QXX4,A0A1H9QXX4_9PSED,SER64669.1,A0A1H9QDU4,A0A1H9QDU4_9PSED,SER58602.1,12753.0,12911.0,False,16469.0,16918.0,True,-3558,0.6
Pseudomonas sp. NFACC11-2,1566246,A0A2T0NV72,A0A2T0NV72_9PSED,PRX80535.1,A0A2T0NKL8,A0A2T0NKL8_9PSED,PRX77181.1,47662.0,47901.0,True,4889.0,5302.0,False,-42360,0.6
Pseudomonas amygdali pv. ciccaronei,264452,A0A0P9LQN8,A0A0P9LQN8_PSEA0,KPW77509.1,A0A0P9LML9,A0A0P9LML9_PSEA0,KPW76284.1,118703.0,118858.0,True,27061.0,27519.0,False,-91184,0.6
Pseudomonas syringae pv. tomato,323,A0A099SZK8,A0A099SZK8_PSEUB,KPY92845.1,A0A099SXG5,A0A099SXG5_PSEUB,KPY89766.1,71890.0,72045.0,True,22287.0,22733.0,False,-49157,0.6
Pseudomonas sp. NZIPFR-PS2,2048678,A0A2G4E7Y6,A0A2G4E7Y6_9PSED,PHX45568.1,A0A2G4DL98,A0A2G4DL98_9PSED,PHX38002.1,339.0,503.0,False,1.0,389.0,True,50,0.6
Neisseria sicca VK64,1095748,I2NUC7,I2NUC7_NEISI,EIG29438.1,I2NNZ4,I2NNZ4_NEISI,EIG27555.1,2167.0,2388.0,False,13713.0,14153.0,True,-11325,0.6
Pseudomonas sp. PIC25,1958773,A0A2A2E834,A0A2A2E834_9PSED,PAU64374.1,A0A2A2EAU6,A0A2A2EAU6_9PSED,PAU66080.1,41241.0,41402.0,True,100259.0,100675.0,False,-58857,0.6
Pseudomonas sp. URIL14HWK12:I5,1261630,A0A1W1Z204,A0A1W1Z204_9PSED,SMC42416.1,A0A1W2CP18,A0A1W2CP18_9PSED,SMC86766.1,798530.0,798694.0,True,397828.0,398247.0,False,-400283,0.6
Pseudomonas sp. M30-35,1981174,A0A1Y0KNA6,A0A1Y0KNA6_9PSED,ARU87203.1,A0A1Y0KVR6,A0A1Y0KVR6_9PSED,ARU89856.1,868215.0,868373.0,True,4028540.0,4028947.0,False,-3160167,0.6
Pseudomonas syringae pv. tagetis,129140,A0A0Q0CQZ1,A0A0Q0CQZ1_9PSED,KPY90243.1,A0A0Q0CVD0,A0A0Q0CVD0_9PSED,KPY88814.1,70766.0,70921.0,False,252.0,698.0,True,-70068,0.6
Pseudomonas gingeri NCPPB 3146 = LMG 5327,707248,A0A2K1F5Q4,A0A2K1F5Q4_9PSED,PNQ87861.1,A0A2K1FGR1,A0A2K1FGR1_9PSED,PNQ91695.1,50167.0,50328.0,True,60207.0,60620.0,False,-9879,0.6
Pseudomonas sp. URMO17WK12:I11,1283291,A0A0S4I7C9,A0A0S4I7C9_9PSED,CRN05602.1,A0A0S4HX37,A0A0S4HX37_9PSED,CRL50468.1,1452369.0,1452533.0,False,3864964.0,3865377.0,True,-2412431,0.6
Pseudomonas sp. URMO17WK12:I5,1305834,A0A1X7E4Y1,A0A1X7E4Y1_9PSED,SMF27335.1,A0A1X7FH80,A0A1X7FH80_9PSED,SMF52120.1,149353.0,149517.0,False,40606.0,41025.0,True,-108328,0.6
Pseudomonas syringae pv. solidagae,264458,A0A0Q0A4W4,A0A0Q0A4W4_PSESX,KPY58618.1,A0A0P9ZPX0,A0A0P9ZPX0_PSESX,KPY62225.1,23666.0,23863.0,False,12323.0,12769.0,True,-10897,0.6
Pseudomonas syringae pv. papulans,83963,A0A0P9Y6H2,A0A0P9Y6H2_PSESX,KPY29389.1,A0A0P9Y1R6,A0A0P9Y1R6_PSESX,KPY35547.1,28892.0,29047.0,False,39966.0,40412.0,True,-10919,0.6
Pseudomonas syringae pv. maculicola,59511,A0A0N0FV12,A0A0N0FV12_PSEYM,KPB85457.1,A0A0N0FRX6,A0A0N0FRX6_PSEYM,KPB82631.1,13154.0,13309.0,True,592375.0,592821.0,False,-579066,0.6
Pasteurella dagmatis ATCC 43325,667128,C9PMC1,C9PMC1_9PAST,EEX51341.1,C9PSP2,C9PSP2_9PAST,EEX49473.1,148860.0,149138.0,False,55137.0,55538.0,True,-93322,0.6
Pseudomonas amygdali pv. dendropanacis,235272,A0A0P9PZ51,A0A0P9PZ51_PSEA0,KPX23948.1,A0A0P9Q487,A0A0P9Q487_PSEA0,KPX22121.1,66979.0,67134.0,False,158.0,604.0,True,-66375,0.6
Pseudomonas syringae pv. cilantro,81035,A0A0N0X9Q1,A0A0N0X9Q1_PSESX,KPC30008.1,A0A0N0GFM7,A0A0N0GFM7_PSESX,KPC31772.1,58617.0,58772.0,True,63628.0,64074.0,False,-4856,0.6
Pseudomonas abietaniphila,89065,A0A1G8MWA8,A0A1G8MWA8_9PSED,SDI72184.1,A0A1G8L3Y7,A0A1G8L3Y7_9PSED,SDI50379.1,95630.0,95788.0,True,36129.0,36578.0,False,-59052,0.6
Pseudomonas sp. GM60,1144334,J2T1Y0,J2T1Y0_9PSED,EJM73626.1,J3BD14,J3BD14_9PSED,EJM82823.1,18321.0,18485.0,True,101565.0,101978.0,False,-83080,0.6
Pseudomonas alkylphenolica,237609,A0A077F328,A0A077F328_9PSED,AIL59887.1,A0A077FEV2,A0A077FEV2_9PSED,AIL63768.1,709235.0,709390.0,True,5039926.0,5040339.0,False,-4330536,0.6
Halomonas sp. TD01,999141,F7SKR7,F7SKR7_9GAMM,EGP20648.1,F7SNC9,F7SNC9_9GAMM,EGP19622.1,17129.0,17278.0,False,33720.0,34217.0,True,-16442,0.6
Pseudomonas sp. GM102,1144321,J2NDY1,J2NDY1_9PSED,EJM08554.1,J2MQB5,J2MQB5_9PSED,EJM07221.1,44073.0,44237.0,True,15939.0,16352.0,False,-27721,0.6
Kingella denitrificans ATCC 33394,888741,F0EXZ3,F0EXZ3_9NEIS,EGC17892.1,F0F2V3,F0F2V3_9NEIS,EGC16115.1,53778.0,53987.0,False,42604.0,43041.0,True,-10737,0.6
Pseudomonas aeruginosa BL04,1402545,A0A1C7BW11,A0A1C7BW11_PSEAI,ERV81145.1,A0A1C7B9X1,A0A1C7B9X1_PSEAI,ERV71997.1,212779.0,212931.0,True,336772.0,337185.0,False,-123841,0.6
Pseudomonas sp. GV091,2135758,A0A2T5VJG0,A0A2T5VJG0_9PSED,PTW63893.1,A0A2T5UTU7,A0A2T5UTU7_9PSED,PTW54947.1,23993.0,24157.0,False,50524.0,50937.0,True,-26367,0.6
Halomonas aquamarina,77097,A0A1H8J1A5,A0A1H8J1A5_9GAMM,SEN74604.1,A0A1H8K2E3,A0A1H8K2E3_9GAMM,SEN87199.1,54674.0,54823.0,False,27394.0,27885.0,True,-26789,0.6
Pseudomonas chlororaphis,587753,A0A0A6DEX5,A0A0A6DEX5_9PSED,KHA73257.1,A0A0D5XU40,A0A0D5XU40_9PSED,AKA22355.1,133291.0,133455.0,False,924991.0,925404.0,True,-791536,0.6
Pseudomonas sp. GM25,1144327,J2P2B9,J2P2B9_9PSED,EJM24126.1,J3FEF5,J3FEF5_9PSED,EJM31855.1,63388.0,63552.0,True,33264.0,33728.0,False,-29660,0.6
Pseudomonas sp. HLS-6,2049589,A0A2D2MBH7,A0A2D2MBH7_9PSED,ATR84888.1,A0A2D2M2E0,A0A2D2M2E0_9PSED,ATR81670.1,4561178.0,4561342.0,False,791328.0,791741.0,True,-3769437,0.6
Pseudomonas sp. HMSC75E02,1608908,A0A1S1GMU0,A0A1S1GMU0_9PSED,OHS08797.1,A0A1S1GQM1,A0A1S1GQM1_9PSED,OHS13998.1,7153.0,7305.0,True,2415.0,2828.0,False,-4325,0.6
Pseudomonas sp. HMWF006,2056843,A0A2R7KL16,A0A2R7KL16_9PSED,PTS97509.1,A0A2R7KX43,A0A2R7KX43_9PSED,PTT01775.1,18920.0,19084.0,True,8615.0,9028.0,False,-9892,0.6
Shewanella baltica,62322,A0A165J2G1,A0A165J2G1_9GAMM,KZK66907.1,A0A161UXU8,A0A161UXU8_9GAMM,KZK68531.1,12015.0,12239.0,True,8660.0,9070.0,False,-2945,0.6
Pseudomonas viridiflava ICMP 13104,1198305,A0A0W0I8G6,A0A0W0I8G6_PSEVI,KTB69358.1,A0A0W0H4G8,A0A0W0H4G8_PSEVI,KTB55704.1,53431.0,53586.0,False,16379.0,16825.0,True,-36606,0.6
Pseudomonas amygdali pv. morsprunorum,129138,A0A0N0XQ37,A0A0N0XQ37_PSEA0,POP95808.1,A0A2S4II46,A0A2S4II46_PSEA0,POP88546.1,231826.0,231981.0,False,166419.0,166865.0,True,-64961,0.6
Pseudomonas sp. GM33,1144329,J3FQB3,J3FQB3_9PSED,EJM41002.1,J3FGQ0,J3FGQ0_9PSED,EJM33447.1,67346.0,67510.0,False,3201.0,3614.0,True,-63732,0.6
Pseudomonas koreensis,198620,A0A142NFD4,A0A142NFD4_9PSED,OFJ42457.1,A0A1A9JK54,A0A1A9JK54_9PSED,SDD74957.1,73411.0,73575.0,False,3507843.0,3508256.0,True,-3434268,0.5
Pseudomonas syringae pv. syringae PD2766,716918,A0A0W0IUL0,A0A0W0IUL0_PSESY,KTB76716.1,A0A0W0JAQ1,A0A0W0JAQ1_PSESY,KTB82483.1,125810.0,125965.0,True,58159.0,58605.0,False,-67205,0.5
Pseudomonas versuta,1788301,A0A125YST7,A0A125YST7_9PSED,ALE90928.1,A0A0M4QN25,A0A0M4QN25_9PSED,OKA24912.1,5146588.0,5146737.0,True,675185.0,675598.0,False,-4470990,0.5
Pseudomonas guariconensis,1288410,A0A1G6ZTP4,A0A1G6ZTP4_9PSED,SDE06164.1,A0A1G6T976,A0A1G6T976_9PSED,SDD25007.1,121502.0,121666.0,False,32130.0,32540.0,True,-88962,0.5
Actinobacillus pleuropneumoniae serotype 3 (strain JL03),434271,B0BP41,B0BP41_ACTPJ,ABY69326.1,B0BRR8,MSCL_ACTPJ,ABY70177.1,835523.0,835765.0,True,1782894.0,1783283.0,False,-947129,0.5
